Seed 	 Nb Nodes 	 Nb altruists 	 Nb pairs 	 Nb arcs 	 Nb arcs PRA80 	 Nb Cycles 	Nb Chains 	 Nb Cycles and Chains 	Max node fail 	 Max arc fail 	 Max arc PRA80 fail 	Node weight PRA0_80 	 Node weigt PRA80_100 	L Cycle 	 L Chain 	 Obj value 	 First stage obj value 	Matching ub 	Nb matches det 	 Nb matches RE 	 Nb PRA80 det 	 Nb PRA80 RE 	Nb transplants det 	 Nb transplants recourse 	 Nb transplants PRA80 det 	 Nb transplants PRA80 recourse 	Total time 	 Scenarios generated 	 Solution values and adversary values
0	20	1	19	72	2	6	23	29	0	0	0	1	1	3	5	6	6	7	6	7	0	0				0.1180041	1	6	6	
1	20	1	19	70	1	13	0	13	0	0	0	1	1	3	5	7	7	7	7	7	1	1				0.0119997	1	7	7	
2	20	1	19	82	5	37	1	38	0	0	1	1	1	3	5	7	10	11	10	11	2	2				0.039999	2	10	7	7	7	
3	20	2	18	106	3	13	376	389	0	0	0	1	1	3	5	8	8	10	8	10	0	0				0.0730013	1	8	8	
4	20	0	20	127	0	113	0	113	0	0	0	1	1	3	5	12	12	12	12	12	0	0				0.0259991	1	12	12	
5	20	0	20	45	0	19	0	19	0	0	0	1	1	3	5	3	3	3	3	3	0	0				0.0159992	1	3	3	
6	20	0	20	73	1	16	0	16	0	0	0	1	1	3	5	7	7	7	7	7	1	1				0.0189968	1	7	7	
7	20	1	19	106	1	33	114	147	0	0	0	1	1	3	5	9	9	10	9	10	1	1				0.0280001	1	9	9	
8	20	3	17	84	1	47	1533	1580	0	0	0	1	1	3	5	10	10	12	10	12	0	0				0.1110012	1	10	10	
9	20	0	20	101	1	64	0	64	0	0	0	1	1	3	5	10	10	10	10	10	0	0				0.0329997	1	10	10	
10	20	1	19	78	2	26	85	111	0	0	0	1	1	3	5	7	7	8	7	8	0	0				0.0290007	1	7	7	
11	20	1	19	139	3	64	1984	2048	0	0	0	1	1	3	5	12	12	13	12	13	1	1				0.121999	1	12	12	
12	20	1	19	119	8	52	1743	1795	0	0	2	1	1	3	5	13	16	17	16	17	6	6				0.3235123	2	16	13	13	13	
13	20	0	20	106	8	20	0	20	0	0	2	1	1	3	5	8	12	12	12	12	3	3				0.0449996	2	12	8	8	8	
14	20	2	18	69	1	1	100	101	0	0	0	1	1	3	5	7	7	9	7	9	1	1				0.0380003	1	7	7	
15	20	1	19	84	1	0	8	8	0	0	0	1	1	3	5	2	2	3	2	3	0	0				0.0160008	1	2	2	
16	20	1	19	91	4	12	165	177	0	0	1	1	1	3	5	4	7	8	7	8	2	2				0.0790013	2	7	4	4	6	
17	20	1	19	47	2	0	0	0	0	0	0	1	1	3	5	0	0	0	0	0	0	0				0.0129988	1	0	0	
18	20	0	20	128	1	47	0	47	0	0	0	1	1	3	5	9	9	9	9	9	1	1				0.021001	1	9	9	
19	20	0	20	79	1	0	0	0	0	0	0	1	1	3	5	0	0	0	0	0	0	0				0.008997	1	0	0	
20	20	0	20	50	0	0	0	0	0	0	0	1	1	3	5	0	0	0	0	0	0	0				0.0130001	1	0	0	
21	20	0	20	117	7	53	0	53	0	0	2	1	1	3	5	9	11	11	11	11	3	3				0.0960007	3	11	10	11	9	9	10	
22	20	2	18	71	1	2	116	118	0	0	0	1	1	3	5	6	6	8	6	8	0	0				0.0369996	1	6	6	
23	20	0	20	122	5	28	0	28	0	0	1	1	1	3	5	7	10	10	10	10	3	3				0.0370003	2	10	7	7	7	
24	20	1	19	128	5	76	902	978	0	0	1	1	1	3	5	13	14	15	14	15	3	3				0.2159988	2	14	13	13	13	
25	20	0	20	41	0	2	0	2	0	0	0	1	1	3	5	2	2	2	2	2	0	0				0.0150004	1	2	2	
26	20	0	20	93	4	9	0	9	0	0	1	1	1	3	5	5	5	5	5	5	0	0				0.0159998	1	5	5	
27	20	0	20	87	1	29	0	29	0	0	0	1	1	3	5	8	8	8	8	8	1	1				0.0149993	1	8	8	
28	20	1	19	121	3	134	1498	1632	0	0	0	1	1	3	5	10	10	11	10	11	1	1				0.1229978	1	10	10	
29	20	0	20	76	6	7	0	7	0	0	1	1	1	3	5	4	7	7	7	7	2	2				0.0230007	2	7	4	4	4	
0	50	1	49	506	23	84	1411	1495	0	0	6	1	1	3	5	16	22	23	22	23	6	6				0.328999	2	22	15	16	16	
1	50	2	48	558	15	246	24791	25037	0	0	4	1	1	3	5	23	25	27	25	26	3	3				10.6655699	3	25	23	24	22	23	23	
2	50	1	49	535	43	315	4440	4755	0	0	12	1	1	3	5	26	28	29	28	29	10	9				2.6410024	3	28	25	26	25	26	26	
3	50	3	47	743	26	400	45777	46177	0	0	7	1	1	3	5	33	36	38	36	39	7	7				17.7107104	2	36	32	33	33	
4	50	0	50	668	28	732	0	732	0	0	8	1	1	3	5	24	28	28	28	28	6	6				1.3305094	5	28	23	25	24	25	24	25	24	24	24	
5	50	2	48	412	1	226	23198	23424	0	0	0	1	1	3	5	15	15	16	15	16	0	0				1.3760006	1	15	15	
6	50	2	48	373	18	113	3231	3344	0	0	5	1	1	3	5	16	17	19	16	17	4	3				1.5610003	3	17	15	16	15	16	16	
7	50	1	49	671	16	561	9026	9587	0	0	4	1	1	3	5	27	30	31	28	29	4	4				2.9710634	2	30	25	27	27	
8	50	6	44	557	14	287	75499	75786	0	0	4	1	1	3	5	26	27	33	27	32	4	4				22.8659852	2	27	26	26	26	
9	50	2	48	675	17	1007	126259	127266	0	0	5	1	1	3	5	30	31	33	31	33	4	4				65.9919893	3	31	30	31	30	30	30	
10	50	4	46	679	11	530	122904	123434	0	0	3	1	1	3	5	30	31	35	31	35	4	4				41.733	2	31	30	30	30	
11	50	1	49	769	16	484	62689	63173	0	0	4	1	1	3	5	31	32	33	32	33	5	5				16.7626705	2	32	31	31	31	
12	50	4	46	525	30	323	35907	36230	0	0	9	1	1	3	5	25	30	34	30	34	11	12				13.0389884	2	30	23	25	25	
13	50	0	50	658	18	389	0	389	0	0	5	1	1	3	5	28	30	30	30	30	6	6				0.2439832	2	30	27	28	28	
14	50	2	48	549	13	120	14138	14258	0	0	3	1	1	3	5	19	19	21	19	21	3	2				3.8829898	2	19	17	19	19	
15	50	2	48	667	29	504	53424	53928	0	0	8	1	1	3	5	26	26	30	28	30	6	6				3697.0066496	6	28	26	27	25	27	26	27	26	27	26	
16	50	1	49	558	20	444	6566	7010	0	0	6	1	1	3	5	15	15	16	15	16	1	1				0.722006	1	15	15	
17	50	2	48	487	20	200	7649	7849	0	0	6	1	1	3	5	17	21	23	20	22	6	6				1.9219997	2	21	16	17	17	
18	50	3	47	596	24	234	10432	10666	0	0	7	1	1	3	5	0	0	30	29	30	7	6				3130.0700205	9	29	23	26	24	25	24	25	24	25	24	25	24	25	24	24	23	
19	50	2	48	502	15	210	21507	21717	0	0	4	1	1	3	5	16	17	19	17	18	4	4				5.8959848	2	17	15	16	16	
20	50	0	50	474	33	378	0	378	0	0	9	1	1	3	5	11	19	19	19	19	8	8				0.2520016	2	19	11	11	11	
21	50	3	47	524	29	282	31947	32229	0	0	8	1	1	3	5	23	24	27	23	26	6	6				21.004001	3	24	21	23	21	23	23	
22	50	3	47	397	25	119	12668	12787	0	0	7	1	1	3	5	21	23	26	23	26	6	6				6.7470009	3	23	21	22	20	21	21	
