Seed 	 Nb Nodes 	 Nb altruists 	 Nb pairs 	 Nb arcs 	 Nb arcs PRA80 	 Nb Cycles 	Nb Chains 	 Nb Cycles and Chains 	Max node fail 	 Max arc fail 	 Max arc PRA80 fail 	Node weight PRA0_80 	 Node weigt PRA80_100 	L Cycle 	 L Chain 	 Obj value 	 First stage obj value 	Matching ub 	Nb matches det 	 Nb matches RE 	 Nb PRA80 det 	 Nb PRA80 RE 	Nb transplants det 	 Nb transplants recourse 	 Nb transplants PRA80 det 	 Nb transplants PRA80 recourse 	Total time 	 Scenarios generated 	 Solution values and adversary values
0	20	1	19	72	2	6	8	14	0	0	0	1	1	3	3	6	6	7	6	7	0	0				0.2219999	1	6	6	
1	20	1	19	70	1	13	0	13	0	0	0	1	1	3	3	7	7	7	7	7	1	1				0.015001	1	7	7	
2	20	1	19	82	5	37	1	38	0	0	1	1	1	3	3	7	10	11	10	11	2	2				0.0510009	2	10	7	7	7	
3	20	2	18	106	3	13	56	69	0	0	0	1	1	3	3	8	8	10	8	10	0	0				0.0349995	1	8	8	
4	20	0	20	127	0	113	0	113	0	0	0	1	1	3	3	12	12	12	12	12	0	0				0.0330015	1	12	12	
5	20	0	20	45	0	19	0	19	0	0	0	1	1	3	3	3	3	3	3	3	0	0				0.0459985	1	3	3	
6	20	0	20	73	1	16	0	16	0	0	0	1	1	3	3	7	7	7	7	7	1	1				0.0239979	1	7	7	
7	20	1	19	106	1	33	12	45	0	0	0	1	1	3	3	9	9	9	9	9	1	1				0.0299995	1	9	9	
8	20	3	17	84	1	47	97	144	0	0	0	1	1	3	3	10	10	12	10	12	0	0				0.0309984	1	10	10	
9	20	0	20	101	1	64	0	64	0	0	0	1	1	3	3	10	10	10	10	10	0	0				0.0419992	1	10	10	
10	20	1	19	78	2	26	8	34	0	0	0	1	1	3	3	7	7	7	7	7	0	0				0.0279998	1	7	7	
11	20	1	19	139	3	64	79	143	0	0	0	1	1	3	3	11	11	12	11	12	0	0				0.0360009	1	11	11	
12	20	1	19	119	8	52	84	136	0	0	2	1	1	3	3	13	15	16	15	16	5	5				0.1379982	3	15	13	14	12	13	13	
13	20	0	20	106	8	20	0	20	0	0	2	1	1	3	3	8	12	12	12	12	3	3				0.0629998	2	12	8	8	8	
14	20	2	18	69	1	1	43	44	0	0	0	1	1	3	3	6	6	8	6	8	1	1				0.0249995	1	6	6	
15	20	1	19	84	1	0	8	8	0	0	0	1	1	3	3	2	2	3	2	3	0	0				0.0160009	1	2	2	
16	20	1	19	91	4	12	21	33	0	0	1	1	1	3	3	4	7	8	7	8	2	2				0.0429998	2	7	4	4	4	
17	20	1	19	47	2	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0049968	1	0	0	
18	20	0	20	128	1	47	0	47	0	0	0	1	1	3	3	9	9	9	9	9	1	1				0.0240004	1	9	9	
19	20	0	20	79	1	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0060013	1	0	0	
20	20	0	20	50	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0049985	1	0	0	
