Seed 	 Nb Nodes 	 Nb altruists 	 Nb pairs 	 Nb arcs 	 Nb arcs PRA80 	 Nb Cycles 	Nb Chains 	 Nb Cycles and Chains 	Max node fail 	 Max arc fail 	 Max arc PRA80 fail 	Node weight PRA0_80 	 Node weigt PRA80_100 	L Cycle 	 L Chain 	 Obj value 	 First stage obj value 	Matching ub 	Nb matches det 	 Nb matches RE 	 Nb PRA80 det 	 Nb PRA80 RE 	Nb transplants det 	 Nb transplants recourse 	 Nb transplants PRA80 det 	 Nb transplants PRA80 recourse 	Total time 	 Scenarios generated 	 Solution values and adversary values
0	20	1	19	72	2	6	8	14	0	0	0	1	1	3	3	6	6	7	6	7	0	0				0.1170145	1	6	6	
1	20	1	19	70	1	13	0	13	0	0	0	1	1	3	3	7	7	7	7	7	1	1				0.0129974	1	7	7	
2	20	1	19	82	5	37	1	38	0	0	1	1	1	3	3	7	10	11	10	11	2	2				0.0419993	2	10	7	7	7	
3	20	2	18	106	3	13	56	69	0	0	0	1	1	3	3	8	8	10	8	10	0	0				0.0219983	1	8	8	
4	20	0	20	127	0	113	0	113	0	0	0	1	1	3	3	12	12	12	12	12	0	0				0.0269822	1	12	12	
5	20	0	20	45	0	19	0	19	0	0	0	1	1	3	3	3	3	3	3	3	0	0				0.0179865	1	3	3	
6	20	0	20	73	1	16	0	16	0	0	0	1	1	3	3	7	7	7	7	7	1	1				0.0209979	1	7	7	
7	20	1	19	106	1	33	12	45	0	0	0	1	1	3	3	9	9	9	9	9	1	1				0.022999	1	9	9	
8	20	3	17	84	1	47	97	144	0	0	0	1	1	3	3	10	10	12	10	12	1	1				0.0290035	1	10	10	
9	20	0	20	101	1	64	0	64	0	0	0	1	1	3	3	9	9	9	9	9	1	1				0.0230007	1	9	9	
10	20	1	19	78	2	26	8	34	0	0	0	1	1	3	3	5	5	6	5	6	1	1				0.0200034	1	5	5	
11	20	1	19	139	3	64	79	143	0	0	0	1	1	3	3	11	11	12	11	12	1	1				0.026001	1	11	11	
12	20	1	19	119	8	52	84	136	0	0	2	1	1	3	3	7	15	16	15	16	5	4				0.0949819	2	15	13	7	12	
13	20	0	20	106	8	20	0	20	0	0	2	1	1	3	3	7	12	12	10	10	3	3				0.0520196	2	12	8	7	7	
14	20	2	18	69	1	1	43	44	0	0	0	1	1	3	3	6	6	8	6	8	1	1				0.0229952	1	6	6	
15	20	1	19	84	1	0	8	8	0	0	0	1	1	3	3	2	2	3	2	3	0	0				0.0210003	1	2	2	
16	20	1	19	91	4	12	21	33	0	0	1	1	1	3	3	4	7	8	7	8	3	2				0.0479989	2	7	4	4	4	
17	20	1	19	47	2	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0129993	1	0	0	
18	20	0	20	128	1	47	0	47	0	0	0	1	1	3	3	9	9	9	9	9	1	1				0.0230009	1	9	9	
19	20	0	20	79	1	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0050024	1	0	0	
20	20	0	20	50	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0				0.0039993	1	0	0	
21	20	0	20	117	7	53	0	53	0	0	2	1	1	3	3	11	11	11	11	11	3	3				0.0590009	2	11	10	11	11	
22	20	2	18	71	1	2	44	46	0	0	0	1	1	3	3	6	6	8	6	8	0	0				0.0160001	1	6	6	
23	20	0	20	122	5	28	0	28	0	0	1	1	1	3	3	7	10	10	10	10	3	3				0.0410001	2	10	7	7	7	
24	20	1	19	128	5	76	39	115	0	0	1	1	1	3	3	8	13	13	13	13	3	3				0.1639968	3	13	12	13	12	8	12	
25	20	0	20	41	0	2	0	2	0	0	0	1	1	3	3	2	2	2	2	2	0	0				0.0169984	1	2	2	
26	20	0	20	93	4	9	0	9	0	0	1	1	1	3	3	5	5	5	5	5	0	0				0.0140049	1	5	5	
27	20	0	20	87	1	29	0	29	0	0	0	1	1	3	3	8	8	8	8	8	1	1				0.0179972	1	8	8	
28	20	1	19	121	3	134	49	183	0	0	0	1	1	3	3	10	10	10	10	10	1	1				0.0330209	1	10	10	
29	20	0	20	76	6	7	0	7	0	0	1	1	1	3	3	4	7	7	7	7	2	2				0.0299798	2	7	4	4	4	
0	50	1	49	506	23	84	49	133	0	0	6	1	1	3	3	4	21	22	21	21	5	5				0.1079962	2	21	14	4	15	
1	50	2	48	558	15	246	367	613	0	0	4	1	1	3	3	12	23	25	23	25	5	5				1.0819865	3	23	20	22	20	12	20	
2	50	1	49	535	43	315	56	371	0	0	12	1	1	3	3	24	27	28	27	28	12	11				0.2620006	2	27	22	24	24	
3	50	3	47	743	26	400	479	879	0	0	7	1	1	3	3	29	36	39	36	38	8	7				0.4919993	2	36	32	29	32	
4	50	0	50	668	28	732	0	732	0	0	8	1	1	3	3	19	27	27	28	28	8	7				0.5219895	3	27	22	25	24	19	24	
5	50	2	48	412	1	226	364	590	0	0	0	1	1	3	3	14	14	16	14	16	1	1				0.049	1	14	14	
6	50	2	48	373	18	113	109	222	0	0	5	1	1	3	3	14	14	16	15	16	4	3				0.3729992	4	14	13	15	13	15	14	14	14	
7	50	1	49	671	16	561	94	655	0	0	4	1	1	3	3	20	29	30	28	29	6	5				0.2720016	2	29	25	20	26	
8	50	6	44	557	14	287	1009	1296	0	0	4	1	1	3	3	7	27	32	27	33	4	4				0.3869848	2	27	26	7	26	
9	50	2	48	675	17	1007	714	1721	0	0	5	1	1	3	3	26	29	31	29	31	6	5				0.4819845	2	29	27	26	27	
10	50	4	46	679	11	530	1080	1610	0	0	3	1	1	3	3	18	31	35	30	34	5	5				0.456985	2	31	29	18	29	
11	50	1	49	769	16	484	540	1024	0	0	4	1	1	3	3	25	32	33	32	33	5	5				0.2529855	2	32	29	25	28	
12	50	4	46	525	30	323	458	781	0	0	9	1	1	3	3	22	29	33	27	31	11	10				0.4969852	3	29	22	23	22	22	23	
13	50	0	50	658	18	389	0	389	0	0	5	1	1	3	3	17	30	30	30	30	6	6				0.2009835	2	30	28	17	28	
14	50	2	48	549	13	120	391	511	0	0	3	1	1	3	3	17	18	19	18	19	4	3				2.6749867	5	18	16	18	17	18	17	18	17	17	17	
15	50	2	48	667	29	504	461	965	0	0	8	1	1	3	3	22	26	28	26	28	7	6				0.3769986	2	26	23	22	23	
16	50	1	49	558	20	444	58	502	0	0	6	1	1	3	3	15	15	16	15	16	2	2				0.4449887	4	15	14	15	14	15	14	15	15	
